#time magnitude filter
160.0 22.2 g
160.0 22.6 i
160.0 22.39 r
160.0 22.01 u
160.0 22.88 y
160.0 22.76 z
161.0 22.21 g
161.0 22.61 i
161.0 22.4 r
161.0 22.03 u
161.0 22.89 y
161.0 22.77 z
162.0 22.22 g
162.0 22.62 i
162.0 22.42 r
162.0 22.04 u
162.0 22.9 y
162.0 22.78 z
163.0 22.23 g
163.0 22.63 i
163.0 22.43 r
163.0 22.05 u
163.0 22.91 y
163.0 22.79 z
164.0 22.24 g
164.0 22.64 i
164.0 22.44 r
164.0 22.06 u
164.0 22.93 y
164.0 22.8 z
165.0 22.25 g
165.0 22.65 i
165.0 22.45 r
165.0 22.07 u
165.0 22.94 y
165.0 22.81 z
166.0 22.26 g
166.0 22.66 i
166.0 22.46 r
166.0 22.08 u
166.0 22.95 y
166.0 22.83 z
167.0 22.27 g
167.0 22.68 i
167.0 22.47 r
167.0 22.09 u
167.0 22.96 y
167.0 22.84 z
168.0 22.28 g
168.0 22.69 i
168.0 22.48 r
168.0 22.1 u
168.0 22.97 y
168.0 22.85 z
169.0 22.3 g
169.0 22.7 i
169.0 22.49 r
169.0 22.11 u
169.0 22.98 y
169.0 22.86 z
170.0 22.31 g
170.0 22.71 i
170.0 22.5 r
170.0 22.12 u
170.0 22.99 y
170.0 22.87 z
171.0 22.32 g
171.0 22.72 i
171.0 22.51 r
171.0 22.13 u
171.0 23.0 y
171.0 22.88 z
172.0 22.33 g
172.0 22.73 i
172.0 22.52 r
172.0 22.14 u
172.0 23.01 y
172.0 22.89 z
173.0 22.34 g
173.0 22.74 i
173.0 22.53 r
173.0 22.15 u
173.0 23.02 y
173.0 22.9 z
174.0 22.35 g
174.0 22.75 i
174.0 22.54 r
174.0 22.16 u
174.0 23.03 y
174.0 22.91 z
175.0 22.36 g
175.0 22.76 i
175.0 22.56 r
175.0 22.17 u
175.0 23.04 y
175.0 22.92 z
176.0 22.37 g
176.0 22.77 i
176.0 22.57 r
176.0 22.18 u
176.0 23.05 y
176.0 22.93 z
177.0 22.38 g
177.0 22.78 i
177.0 22.58 r
177.0 22.19 u
177.0 23.07 y
177.0 22.94 z
178.0 22.39 g
178.0 22.79 i
178.0 22.59 r
178.0 22.2 u
178.0 23.08 y
178.0 22.95 z
179.0 22.4 g
179.0 22.8 i
179.0 22.6 r
179.0 22.21 u
179.0 23.09 y
179.0 22.96 z
180.0 22.41 g
180.0 22.81 i
180.0 22.61 r
180.0 22.22 u
180.0 23.1 y
180.0 22.97 z
181.0 22.42 g
181.0 22.82 i
181.0 22.62 r
181.0 22.23 u
181.0 23.11 y
181.0 22.98 z
182.0 22.43 g
182.0 22.83 i
182.0 22.63 r
182.0 22.24 u
182.0 23.12 y
182.0 23.0 z
183.0 22.44 g
183.0 22.84 i
183.0 22.64 r
183.0 22.25 u
183.0 23.13 y
183.0 23.01 z
184.0 22.45 g
184.0 22.85 i
184.0 22.65 r
184.0 22.26 u
184.0 23.14 y
184.0 23.02 z
185.0 22.46 g
185.0 22.86 i
185.0 22.66 r
185.0 22.27 u
185.0 23.15 y
185.0 23.03 z
186.0 22.47 g
186.0 22.87 i
186.0 22.67 r
186.0 22.28 u
186.0 23.16 y
186.0 23.04 z
187.0 22.48 g
187.0 22.88 i
187.0 22.68 r
187.0 22.29 u
187.0 23.17 y
187.0 23.05 z
188.0 22.49 g
188.0 22.89 i
188.0 22.69 r
188.0 22.3 u
188.0 23.18 y
188.0 23.06 z
189.0 22.5 g
189.0 22.91 i
189.0 22.7 r
189.0 22.31 u
189.0 23.19 y
189.0 23.07 z
190.0 22.51 g
190.0 22.92 i
190.0 22.71 r
190.0 22.32 u
190.0 23.2 y
190.0 23.08 z
191.0 22.52 g
191.0 22.93 i
191.0 22.72 r
191.0 22.33 u
191.0 23.21 y
191.0 23.09 z
192.0 22.53 g
192.0 22.94 i
192.0 22.73 r
192.0 22.34 u
192.0 23.22 y
192.0 23.1 z
193.0 22.54 g
193.0 22.95 i
193.0 22.74 r
193.0 22.35 u
193.0 23.23 y
193.0 23.11 z
194.0 22.55 g
194.0 22.95 i
194.0 22.75 r
194.0 22.36 u
194.0 23.24 y
194.0 23.12 z
195.0 22.56 g
195.0 22.96 i
195.0 22.76 r
195.0 22.37 u
195.0 23.25 y
195.0 23.13 z
196.0 22.57 g
196.0 22.97 i
196.0 22.77 r
196.0 22.38 u
196.0 23.26 y
196.0 23.14 z
197.0 22.58 g
197.0 22.98 i
197.0 22.78 r
197.0 22.39 u
197.0 23.27 y
197.0 23.15 z
198.0 22.59 g
198.0 22.99 i
198.0 22.79 r
198.0 22.4 u
198.0 23.28 y
198.0 23.16 z
199.0 22.6 g
199.0 23.0 i
199.0 22.8 r
199.0 22.41 u
199.0 23.29 y
199.0 23.17 z
200.0 22.61 g
200.0 23.01 i
200.0 22.81 r
200.0 22.42 u
200.0 23.3 y
200.0 23.18 z
201.0 22.62 g
201.0 23.02 i
201.0 22.82 r
201.0 22.43 u
201.0 23.31 y
201.0 23.19 z
202.0 22.63 g
202.0 23.03 i
202.0 22.83 r
202.0 22.44 u
202.0 23.32 y
202.0 23.19 z
203.0 22.64 g
203.0 23.04 i
203.0 22.84 r
203.0 22.45 u
203.0 23.33 y
203.0 23.2 z
204.0 22.64 g
204.0 23.05 i
204.0 22.84 r
204.0 22.45 u
204.0 23.34 y
204.0 23.21 z
205.0 22.65 g
205.0 23.06 i
205.0 22.85 r
205.0 22.46 u
205.0 23.35 y
205.0 23.22 z
206.0 22.66 g
206.0 23.07 i
206.0 22.86 r
206.0 22.47 u
206.0 23.36 y
206.0 23.23 z
207.0 22.67 g
207.0 23.08 i
207.0 22.87 r
207.0 22.48 u
207.0 23.37 y
207.0 23.24 z
208.0 22.68 g
208.0 23.09 i
208.0 22.88 r
208.0 22.49 u
208.0 23.38 y
208.0 23.25 z
209.0 22.69 g
209.0 23.1 i
209.0 22.89 r
209.0 22.5 u
209.0 23.38 y
209.0 23.26 z
210.0 22.7 g
210.0 23.11 i
210.0 22.9 r
210.0 22.51 u
210.0 23.39 y
210.0 23.27 z
211.0 22.71 g
211.0 23.12 i
211.0 22.91 r
211.0 22.52 u
211.0 23.4 y
211.0 23.28 z
212.0 22.72 g
212.0 23.13 i
212.0 22.92 r
212.0 22.53 u
212.0 23.41 y
212.0 23.29 z
213.0 22.73 g
213.0 23.14 i
213.0 22.93 r
213.0 22.54 u
213.0 23.42 y
213.0 23.3 z
214.0 22.74 g
214.0 23.15 i
214.0 22.94 r
214.0 22.55 u
214.0 23.43 y
214.0 23.31 z
215.0 22.75 g
215.0 23.16 i
215.0 22.95 r
215.0 22.55 u
215.0 23.44 y
215.0 23.32 z
216.0 22.75 g
216.0 23.16 i
216.0 22.96 r
216.0 22.56 u
216.0 23.45 y
216.0 23.33 z
217.0 22.76 g
217.0 23.17 i
217.0 22.97 r
217.0 22.57 u
217.0 23.46 y
217.0 23.34 z
218.0 22.77 g
218.0 23.18 i
218.0 22.97 r
218.0 22.58 u
218.0 23.47 y
218.0 23.35 z
219.0 22.78 g
219.0 23.19 i
219.0 22.98 r
219.0 22.59 u
219.0 23.48 y
219.0 23.35 z
220.0 22.79 g
220.0 23.2 i
220.0 22.99 r
220.0 22.6 u
220.0 23.49 y
220.0 23.36 z
221.0 22.8 g
221.0 23.21 i
221.0 23.0 r
221.0 22.61 u
221.0 23.5 y
221.0 23.37 z
222.0 22.81 g
222.0 23.22 i
222.0 23.01 r
222.0 22.62 u
222.0 23.5 y
222.0 23.38 z
223.0 22.82 g
223.0 23.23 i
223.0 23.02 r
223.0 22.63 u
223.0 23.51 y
223.0 23.39 z
224.0 22.83 g
224.0 23.24 i
224.0 23.03 r
224.0 22.63 u
224.0 23.52 y
224.0 23.4 z
225.0 22.83 g
225.0 23.25 i
225.0 23.04 r
225.0 22.64 u
225.0 23.53 y
225.0 23.41 z
226.0 22.84 g
226.0 23.25 i
226.0 23.05 r
226.0 22.65 u
226.0 23.54 y
226.0 23.42 z
227.0 22.85 g
227.0 23.26 i
227.0 23.05 r
227.0 22.66 u
